director,return_total
Ralph Nelson,0.8575431578947369
Ralph S. Singleton,1.1031324761904762
"Ralph Zondag, Eric Leighton",2.7784161803921568
Ram Gopal Varma,15.785263157894736
Ram Madhvani,0.2778505905106417
Raman Hui,9.632120425
Ramin Bahrani,0.176490875
Ramón Menéndez,0.094984
Rand Ravich,0.26131450666666667
Randa Haines,3.1767420833333335
Randal Kleiser,47.332550014285715
Randall Miller,3.4068428380952382
Randall Wallace,11.694691696190475
Ranjith,2.142857686942695
Raoul Walsh,1.0688818953660182
Rawson Marshall Thurber,20.022704711351352
Ray Lawrence,0.19427558823529412
Raymond De Felitta,1.1117853333333334
Reb Braddock,0.02157391304347826
Rebecca Miller,0.47486266666666666
Reggie Rock Bythewood,0.979608375
Reginald Hudlin,13.461532816091953
Renat Davletyarov,1.5906742424242424
Renata Litvinova,2.434685
Renny Harlin,28.61361529101027
Reshef Levy,1.9565217391304348
Reverge Anselmo,0.010894875
Reza Bagher,12.589928057553957
Rian Johnson,10.095665919298245
Ribhu Dasgupta,0.9502942225392297
Ric Roman Waugh,1.2265846285714286
Ricardo de Montreuil,2.6243286026200874
Rich Moore,2.855896296969697
Richard A. Colla,11.500121285714286
Richard Attenborough,5.840358590909091
Richard Benjamin,10.027510780215053
Richard Boleslawski,1.1826821541710666
Richard Brooks,13.039884476190476
Richard C. Sarafian,55.58946615384615
Richard Ciupka,0.14718368421052633
Richard Curtis,14.10864058
Richard Donner,64.04302921659547
Richard Dutcher,0.852206
Richard Eyre,3.3742506666666667
Richard Fleischer,14.429788398983527
"Richard Fleischer, Kinji Fukasaku, Toshio Masuda",1.1594385324700804
Richard Franklin,7.002142857142857
"Richard Glatzer, Wash Westmoreland",8.7769304
Richard Greenberg,0.11339642857142856
Richard J. Lewis,0.2818100333333333
Richard Kelly,1.3449150725490198
Richard LaGravenese,9.264459623809524
Richard Lester,27.435593726088726
Richard Linklater,39.87599066299184
Richard Loncraine,3.3492505
Richard Marquand,17.7032457496136
Richard Rich,0.7591902285714285
Richard Rush,0.49315125
Richard Shepard,1.7297244
Richard Stanley,3.819302
Richard Wenk,2.52154
Rick Famuyiwa,34.821563380952384
Rick Rosenthal,13.110823738461537
"Ricky Gervais, Matthew Robinson",1.7250158378378377
Ridley Scott,53.87598968127727
Ringo Lam,2.06809932
Rintaro,6.60616151724138
Risa Bramon Garcia,1.142075
Ritesh Batra,4.235151
Roar Uthaug,2.197661882902074
Rob Bowman,5.998771759548978
Rob Cohen,37.41854496147397
"Rob Epstein, Jeffrey Friedman",20.725224866666668
Rob Hardy,5.80134
Rob Hedden,2.8
Rob Letterman,4.846433227832513
Rob Marshall,16.408746244338666
Rob McKittrick,6.212563333333334
Rob Minkoff,10.534571482876864
Rob Pritts,2.179854727272727
Rob Reiner,35.434891833824885
Rob Schmidt,2.2738551587301585
Rob Sitch,1.095482886833826
Rob Thomas,0.5808545
Rob Zombie,11.679713714285715
Robert Aldrich,24.235148382891886
Robert Altman,33.445342990979114
Robert B. Weide,0.6402332962962963
Robert Benton,13.754985916666667
Robert Bierman,0.3625655
Robert Butler,0.20847432727272727
Robert C. Cooper,1.2714285714285714
Robert Clouse,106.55654070588234
Robert D. Siegel,0.930928
Robert D. Webb,9.0
Robert De Niro,1.490620192513369
Robert Eggers,11.549698571428571
Robert Greenwald,1.12357975
Robert Harmon,0.9741446666666667
Robert Iscove,12.01609015
Robert Kurtzman,3.1438218
Robert Lieberman,1.2968558318255385
Robert Longo,0.7630288
Robert Luketic,21.574244088740638
Robert Moresco,0.017931375
Robert Mulligan,6.725939949152543
Robert Patton-Spruill,0.0206
Robert Redford,6.033288658928571
Robert Resnikoff,2.2424195
Robert Rodriguez,39.43173673414198
"Robert Rodriguez, Ethan Maniquis",1.56639495
"Robert Rodriguez, Frank Miller",4.574616515384616
Robert Rossen,3.8
Robert Schwentke,12.680545597998552
"Robert Stevenhagen, Sam Fell",0.8479524166666667
Robert Stevenson,17.9404545
Robert Stromberg,4.214109916666667
Robert Towne,0.03109692
Robert Wise,45.174016704276966
Robert Zemeckis,87.21900134631704
Roberto Andò,0.009625
Roberto Benigni,12.503079275000001
Roberts Gannaway,3.02331574
"Robin Budd, Donovan Cook",5.4931341
Rod Daniel,12.985713058645276
Rod Hardy,0.0116185
Rod Lurie,0.8131390826328502
Rodman Flender,1.2964002000000001
Rodrigo Cortés,10.603681698815183
Rodrigo García,0.7843534999999999
"Roger Allers, Rob Minkoff",17.516483911111113
Roger Avary,0.27930733333333335
Roger Christian,0.4863636363636364
Roger Corman,19.65401322751323
Roger Donaldson,22.632366459037478
Roger Kumble,9.950386073754153
Roger Michell,12.668254296825395
Roger Spottiswoode,4.394485330210643
Roger Vadim,0.2777777777777778
Rohan Sippy,3.9124998902998764
Rohit Shetty,13.966300446052243
Roland Emmerich,34.333261797402486
Roland Joffé,4.018533592519897
Rolf de Heer,1.5
"Rolf de Heer, Peter Djigirr",0.15
Roman Karimov,6.758214212536201
Roman Polanski,24.983382028663325
Roman Prygunov,4.721064285714286
"Ron Clements, Burny Mattinson, David Michener, John Musker",2.7589678571428573
"Ron Clements, John Musker",34.14526733831933
Ron Howard,50.38272645212527
Ron Krauss,0.18132133333333333
Ron Shelton,10.115639111269841
Ron Underwood,11.117557241784512
Ronald F. Maxwell,0.23078457142857142
"Ronald Neame, Irwin Allen",16.9126236
Ronny Yu,6.357168333333333
Ross Katz,1.8730891
Rouben Mamoulian,2.342908438061041
Rowan Joffe,0.7021433636363636
Rowdy Herrington,2.0033352
Ruben Fleischer,7.540089121832123
Rupert Sanders,3.876595003743316
Rupert Wainwright,4.292323187739464
Rupert Wyatt,6.7588902
Russ Meyer,98.08612440191388
Russell Crowe,0.6897788
Russell Holt,0.4463529333333333
Russell Mulcahy,6.258606452525252
Rusty Cundieff,2.0
Ry Russo-Young,2.0051142
Ryan Coogler,4.691015702702702
Ryan Fleck,7.01675
"Ryan Fleck, Anna Boden",0.811405
Ryan Gosling,0.0227155
Ryan Murphy,3.9728084333333333
Ryoo Seung-wan,5.440578888888889
Ryûhei Kitamura,0.261382259770115
S. J. Surya,1.0
S. Lee Pogostin,0.4375
S. Shankar,6.9047911547911545
S.R. Bindler,0.011582833333333334
S.S. Rajamouli,18.524856241884624
Sabbir Khan,2.380952380952381
Safy Nebbou,0.42643514285714285
Sajid Nadiadwala,2.5
Salim Akil,7.473548002164502
"Sam Fell, Chris Butler",1.78565665
Sam Firstenberg,10.499694
Sam Levinson,0.088922
Sam Liu,1.0785714285714285
Sam Mendes,39.52445673921969
Sam Miller,4.078061742424242
Sam Peckinpah,24.747855422549424
Sam Raimi,109.25059223613546
Sam Taylor,2.1274076128693054
Sam Taylor-Johnson,14.2751532
Sam Wanamaker,4.571428571428571
Sam Weisman,0.38666666666666666
Sammo Hung,1.479499059247919
"Samuel Armstrong, Ben Sharpsteen, William Roberts, Wilfred Jackson, Jack Kinney, Norman Ferguson",1.9704433497536946
"Samuel Armstrong, James Algar, William Roberts, Paul Satterfield, Hamilton Luske, Jim Handley, Ford Beebe, T. Hee, Wilfred Jackson, Ben Sharpsteen, Norman Ferguson, David Hand",36.54385964912281
Samuel Bayer,3.3046867714285715
Samuel Fuller,1.6013822222222223
Sanaa Hamri,1.6426821111111112
Sangyoon Lim,2.0969708571428574
Sanjay Gadhvi,12.217857
Sanjay Leela Bhansali,2.871794871794872
Santiago Segura,1.2588236512148856
Santosh Sivan,5.702573918709782
Sara Sugarman,1.9554045333333334
Sarah Gavron,1.14303
Saran,1.0
Saravana Subbiah,1.0
Sarik Andreasyan,6.484567
"Sarik Andreasyan, Artyom Aksyonenko, Anton Bormatov, Klim Poplavskiy",5.833044
Satish Kaushik,2.0
Saul Dibb,0.6069810666666666
Scott Cooper,8.202356652291105
Scott Derrickson,40.51554420400718
Scott Frank,2.234782232142857
Scott Hicks,8.061652361013826
Scott Mann,0.4606741573033708
Scott McGehee,0.4897849285714286
"Scott McGehee, David Siegel",0.17774516666666668
Scott Sanders,0.10226103448275863
Scott Silver,0.265201
Scott Speer,4.2566892727272725
Scott Stewart,11.110069974542125
Scott Walker,0.20194529757531227
Scott Waugh,3.0799641818181818
Sean Anders,9.23586243774436
Sean Baker,7.02354
Sean Ellis,0.5111111111111111
Sean McNamara,3.6072226
Sean Penn,4.617646371428571
Sean S. Cunningham,108.6447290909091
Sebastian Gutierrez,0.006032333333333333
Sekhar Kammula,6.000009087996801
Sergei Bodrov,2.675630692397661
Sergei Glezin,6.336861666666667
Sergei Loban,0.196908
Sergey Bondarchuk,0.12208
Sergio Castellitto,0.0014073076923076923
Sergio Leone,103.5643016
Seth Gordon,12.93759128496377
Seth MacFarlane,14.178874947058823
"Seth Rogen, Evan Goldberg",4.219305676136363
Shana Feste,3.0725089333333333
Shane Acker,1.6142687666666666
Shane Black,8.38530753
Shane Carruth,65.12098
Shane Meadows,3.43552268907563
"Shari Springer Berman, Robert Pulcini",2.451630521428571
Sharmeen Obaid-Chinoy,4.506737734807787
Sharon Maguire,17.332975228571428
Shawn Levy,32.99045041184757
Shekhar Kapur,4.941918463203463
Sheldon Lettich,6.567108966666667
Shim Hyung-Rae,2.0118029995735607
Shinji Aramaki,0.7174423
"Shinji Aramaki, Hideki Futamura",10.0
Shoojit Sircar,5.232652067340068
"Shuki Levy, David Winning",1.7979739
Shusuke Kaneko,1.38966
Siddharth Anand,4.921875
Siddique,0.06153846153846154
Sidney J. Furie,1.1352941176470588
Sidney Lumet,50.79275107914015
Sidney Poitier,168.57142857142858
Simon Brand,0.9022237837837838
Simon Curtis,11.079562545454547
Simon Hunter,0.254145625
Simon Verhoeven,0.24242424242424243
Simon Wells,1.8065664199999998
Simon West,16.79780956350932
Simon Wincer,10.257357125197862
Siva,3.2203389830508473
Sngmoo Lee,0.26398973809523807
Sofia Coppola,36.87723784761904
Sooraj R. Barjatya,2.8632478632478633
Spencer Susser,0.05470657142857143
Spike Jonze,6.544733653640204
Spike Lee,20.658114708437118
Sriram Raghavan,3.1027027027027025
Srđan Dragojević,15.0
Stacy Peralta,1.2176923076923076
Stacy Title,3.6088552702702703
Stan Winston,1.2530045714285714
Stanley Donen,5.248779692307693
"Stanley Donen, Gene Kelly",2.8337531486146097
Stanley Kramer,23.882978806737587
Stanley Kubrick,42.8538805121952
Stanley Tong,30.989256104273505
Stefan Ruzowitzky,0.007062583333333334
Stefan Schwartz,0.10073466666666667
Stefen Fangmeier,2.49288105
"Steffen Haars, Flip van der Kuil",5.857837333333333
Stephan Elliott,2.326476339485398
"Stephen Anderson, Don Hall",0.482
Stephen Chbosky,2.5692307692307694
Stephen Chow,14.166444055006586
Stephen Cornwell,0.000594
Stephen Daldry,28.5769630375
Stephen Elliott,0.0012012
Stephen Frears,25.884518589971538
Stephen Gaghan,2.67012618
Stephen Gyllenhaal,0.44728035294117646
Stephen Herek,26.682217615155945
Stephen Hillenburg,4.672059733333334
Stephen Hopkins,14.145571503214285
Stephen J. Anderson,1.12888652
Stephen Kessler,1.4560144
Stephen King,0.7433663
Stephen Milburn Anderson,0.006641142857142857
Stephen Norrington,5.213461401709402
Stephen Roberts,2.967857142857143
Stephen S. Campanelli,0.0066666
Stephen Sommers,13.471031130858844
"Stephen St. Leger, James Mather",1.6102015
Stephen T. Kay,3.664878688993711
Sterling Van Wagenen,0.5154036923076923
Stevan Filipović,0.000396
Steve 'Spaz' Williams,0.467300575
Steve Antin,1.6276322363636364
Steve Barron,14.962962962962964
Steve Beck,1.9528538285714285
Steve Bendelack,9.18945376
Steve Boyum,0.19008941666666668
Steve Carr,20.46965777440566
Steve Carver,4.669970670103092
Steve De Jarnatt,0.38320133333333334
Steve Gordon,13.637383142857143
"Steve Hickner, Simon J. Smith",1.91729718
Steve James,11.260250142857142
Steve Martino,2.4872031616161614
"Steve Martino, Mike Thurmeier",9.2341556
Steve McQueen,12.072103846153846
Steve Miner,32.03096714041394
Steve Oedekerk,8.506556982352942
Steve Pink,8.26763741910283
Steve Rash,29.794135453418804
Steve Shill,3.691517
Steve Trenbirth,6.784
Steven Bernstein,0.024195
Steven Brill,7.094133650877192
Steven E. de Souza,2.8406720285714284
Steven Hahn,0.22405333333333333
Steven Knight,2.73529425
Steven Lisberger,1.9411764705882353
Steven Quale,6.571355433191489
Steven R. Monroe,0.2864045
Steven Seagal,0.98
Steven Shainberg,2.461931357142857
Steven Soderbergh,58.155829214768836
Steven Spielberg,307.05299458774465
"Steven Spielberg, Joe Dante, John Landis, George Miller",2.9450919
Steven Zaillian,0.9818759337662337
Stewart Hendler,3.244162983333333
Stewart Raffill,0.28864815384615383
Stig Bergqvist,3.433333333333333
Stiles White,20.7180542
Stuart Baird,5.045625959090909
Stuart Beattie,1.7059799566951566
Stuart Gillard,2.0
Stuart Gordon,3.435423265
Stuart Hazeldine,2.86654365
Stuart Paton,40.0
Stuart Rosenberg,5.405924333333333
Stuart Townsend,0.113605875
"Stéphane Aubier, Vincent Patar, Benjamin Renner",0.6478696303341133
Stéphane Rybojad,0.0010759
Subodh Bhave,2.933333333333333
Sudha Kongara Prasad,7.0
Sujoy Ghosh,13.333333333333334
Sung-hoon Kim,6.584507042253521
"Susan Buice, Arin Crumley",0.98
Susan Montford,0.065235
Susan Seidelman,5.48
Susan Stroman,0.8457407777777778
Susanna White,2.6641825142857143
Susannah Grant,0.64633948
Susanne Bier,1.9993321022727273
Svyatoslav Podgayevskiy,2.228115
Sydney Pollack,25.84444500557796
Sylvain Chomet,0.4959556666666667
Sylvain White,6.751747923076923
Sylvester Stallone,69.30631792905875
Sylvio Tabet,0.1448875
Tadayoshi Yamamuro,12.353638
Taika Waititi,14.333333333333334
Takao Okawara,10.03739
Takashi Miike,3.64302999122807
Takashi Shimizu,20.30465215
Takashi Yamazaki,0.9343578333333333
"Takashi Yamazaki, Ryūichi Yagi",2.373175942857143
Takeshi Kitano,1.2708333333333333
Tamra Davis,9.926461733333333
Tarsem Singh,9.508753873122172
Tarun Mansukhani,2.0
Tate Taylor,8.819459604444445
Tay Garnett,4.227777777777778
Taylor Hackford,7.122003456265664
Taylor Sheridan,16.797291363636365
"Ted Berman, Art Stevens, Richard Rich",2.4833333333333334
"Ted Berman, Richard Rich",0.85154768
Ted Demme,3.5281035743353346
Ted Koland,0.001292
Ted Kotcheff,12.996509548717949
Ted Post,28.41101711111111
Teddy Chan,0.4087948973017688
Terence Davies,0.7455124783530986
Terence Fisher,1.3015846407897882
Terence Young,130.60816242344498
Terrence Malick,4.657854389423077
Terry George,2.1714285714285713
Terry Gilliam,20.172561168802073
"Terry Gilliam, Terry Jones",12.57237
Terry Jones,5.094612083333333
Terry Zwigoff,3.3256038695652173
Tharun Bhascker Dhaassyam,27.5
Thea Sharrock,10.39725375
Theodore Melfi,13.44620040923077
Thom Eberhardt,5.744561375
Thomas Bezucha,0.87125
Thomas Carter,12.14872742890443
Thomas Gilou,12.368794973267196
Thomas J. Wright,2.011706375
"Thomas Langmann, Frédéric Forestier",1.366575355988253
Thomas Schlamme,0.57927415
Thomas Vinterberg,4.421052631578948
Thor Freudenthal,9.073162623809523
Ti West,0.10683324999999999
Tian Xiao Peng,15.0
Tibor Hernádi,0.21825033333333332
Til Schweiger,7.610619469026549
Tim Blake Nelson,0.10945744444444444
Tim Burton,58.288024241930295
"Tim Burton, Mike Johnson",2.929876525
Tim Fywell,1.10581964
Tim Hill,11.062499998412697
Tim Johnson,2.7323778296296295
"Tim Johnson, Patrick Gilmore",0.4381386666666667
Tim Miller,13.501947913793103
Tim Pope,1.3782528461538461
Tim Robbins,3.5785122727272727
Tim Story,33.51947440410257
Timo Vuorensola,1.0846708
Timur Bekmambetov,34.01032709285714
"Timur Bekmambetov, Dmitriy Kiselev, Aleksandr Voytinskiy, Yaroslav Chevazhevskiy, Ignas Jonynas",4.5544038
"Tinto Brass, Bob Guccione, Giancarlo Lui",1.3393211428571428
Tobe Hooper,376.58230716161853
Toby Wilkins,7.7220018
Tod Browning,13.242172632013546
Tod Williams,59.17067733333333
Todd Field,0.5700637692307692
Todd Graff,0.2605494
Todd Haynes,8.201260698462022
Todd Holland,2.3798166666666667
Todd Lincoln ,0.5663230588235294
Todd Phillips,40.071450447949786
Todd Robinson,0.1034589
Todd Solondz,1.1013113333333333
Todd Stephens,1.490654
Todd Strauss-Schulson,1.862484842105263
Togan Gökbakar,10.66
Tom Dey,6.193116049946524
Tom DiCillo,2.297504
Tom Ford,1.3001323555555555
Tom Gormican,3.25613525
Tom Gries,16.0
Tom Hanks,1.2053458333333333
Tom Harper,26.501323
Tom Holland,7.679880111111111
Tom Hooper,39.136321248087434
Tom Kalin,1.360588
Tom Laughlin,100.0
Tom Mankiewicz,3.6418328555555557
Tom McCarthy,22.76062950280505
Tom McGrath,6.466574710153846
Tom McLoughlin,6.490685666666667
"Tom Putnam, Brenna Sanchez",0.49466666666666664
Tom Savini,1.389344523809524
Tom Shadyac,28.222976361626984
Tom Tykwer,8.737306302222223
"Tom Tykwer, Lilly Wachowski, Lana Wachowski",1.2792438039215686
Tom Vaughan,7.970345857142857
Tomas Alfredson,2.69645025
Tommy Lee Jones,1.0175882458333334
Tommy Lee Wallace,5.76
Tommy O'Haver,0.8835086129032258
Tommy Wirkola,6.976897
"Tony Bancroft, Barry Cook",3.3813361555555557
Tony Bill,0.4386068333333334
Tony Giglio,0.00051445
Tony Gilroy,6.6149447496142315
Tony Goldwyn,0.5386384
"Tony Jaa, Panna Rittikrai",1.0513721176470587
Tony Kaye,1.19375635
Tony Maylam,0.7142857142857143
Tony Randel,4.030245
Tony Richardson,37.6
Tony Scott,60.00905652087332
"Travis Cluff, Chris Lofing",426.6441
Travis Knight,1.1654924166666667
Trevor Wall,0.9479166111111111
Trey Nelson,1.0
Trey Parker,1.5908569375
Trish Sie,1.9147921333333333
Troy Duffy,1.3337436249999999
Troy Miller,2.066711315789474
Troy Nixey,1.47972672
Tsui Hark,3.978714230769231
"Tsui Hark, Ringo Lam",0.8359717
Tyler Perry,21.510668153333334
Udayan Prasad,0.021133333333333334
Uli Edel,1.0586344393939395
Ulrich Seidl,0.006740833333333333
Ulu Grosbard,0.7400289473684211
Uwe Boll,2.592383057142857
V. Z. Durai,1.0
Vadim Perelman,1.0268360606060607
Valery Todorovsky,1.1206922
Vasanth,1.0
Venkat Prabhu,4.590163934426229
Vera Farmiga,0.4208665
Vetrimaran,6.423076923076923
Vic Armstrong,1.23018275
Vicky Jenson,0.42701633333333333
"Vicky Jenson, Bibo Bergeron, Rob Letterman",4.897000253333333
Victor Fleming,114.2407985200624
Victor Nunez,1.25179625
Victor Salva,9.633700429411764
Victor Saville,0.7111111111111111
Vijay Krishna Acharya,4.666666666666667
Vikram Kumar,1.5
Vikramaditya Motwane,1.048780487804878
Viktor Shamirov,1.660765
Vincent Gallo,1.583398
"Vincent Paronnaud, Marjane Satrapi",0.11902425
Vincent Ward,0.841000505882353
Vincente Minnelli,2.4509601259663065
"Vincente Minnelli, Busby Berkeley",2.4264076684573226
Vincenzo Natali,2.007272
Vishal Bhardwaj,2.0144444444444445
Vishnuvardhan,2.282608695652174
Vittorio De Sica,2.719639097744361
Vivek Agnihotri,0.8150130310071144
Vladimir Bortko,0.67263568
Vladimir Grammatikov,0.3194444444444444
Vladimir Shchegolkov,0.2826
"Vladlen Barbe, Maksim Sveshnikov",1.7714285714285714
Vondie Curtis-Hall,0.23962118181818182
W.S. Van Dyke,10.341267446379987
Wally Pfister,1.03039258
Walt Becker,10.289934028571428
Walter Hill,26.11476719551854
"Walter Hill, Jack Sholder",0.16475645555555554
Walter Lang,4.681318681318682
Walter Murch,0.44551204
Walter Salles,3.1303751303448277
Warren Beatty,4.598008176586879
Wayne Beach,0.07984612903225806
Wayne Kramer,0.6003169294117647
Wayne Wang,19.741696678272298
"Wayne Wang, Paul Auster",1.1927757142857143
Werner Herzog,1.1412783800000001
Wes Anderson,18.849509634801585
Wes Ball,15.347274351494697
Wes Craven,161.81953859189636
Wesley Ruggles,12.666666666666666
Wesley Strick,0.41285714285714287
Whit Stillman,4.672189333333334
Will Canon,1.129
"Will Finn, John Sanford",0.9450132818181818
Will Gluck,16.65732653708791
Will Koopman,5.142857142857143
Willard Carroll,0.1985039
Willard Huyck,2.0963154744744745
William A. Fraker,0.16364444444444445
William A. Graham,0.25525945454545457
"William Beaudine, Tom McNamara",2.086239224951721
William Brent Bell,111.18900392222221
William Castle,55.55555555555556
William Dear,0.31031944
William Eubank,0.150224
William Friedkin,82.95879272398989
William Malone,2.622344164473684
William Monahan,0.18576432
William Nigh,2.0551724137931036
William Phillips,0.05583369437211893
William Riead,1.0
William Sachs,0.8845454545454545
William Shatner,2.34
William Wyler,42.830117095238094
Wilson Yip,9.015221565989204
Wim Wenders,5.916247257716199
Wolfgang Becker,16.538516666666666
Wolfgang Petersen,26.27115616493404
Wolfgang Reitherman,74.91093271666668
Wong Kar-wai,20.384807140241797
Woody Allen,96.88784128640854
Wu Jing,6.666666666666667
Wuershan,7.521621621621621
Wych Kaosayananda,0.28462904285714286
Xavier Beauvois,10.35601675
Xavier Dolan,0.7143649838882922
Xavier Gens,4.172573041666666
Xu Zheng,94.54545454545455
Xue Xiaolu,16.666666666666668
Yash Chopra,12.659441318681319
Yegor Konchalovsky,0.0680624
Yoon Je-kyoon,0.7063530625
Yorgos Lanthimos,3.91404825
Yukihiko Tsutsumi,1.5622429
Yuriy Kara,0.005166666666666667
"Yvette Kaplan, Paul Bolger, Greg Tiernan",0.8103357021276596
Yôji Yamada,1.4677974
Yılmaz Erdoğan,4.651492
Zach Braff,15.094394294545454
Zacharias Kunuk,1.9580149948293692
Zack Snyder,20.867321632755562
Zal Batmanglij,0.36946307692307695
"Zana Briski, Ross Kauffman",10.043031428571428
Zhang Yimou,9.075764561298751
"Zhang Yimou, Yasuo Furuhata",0.50031
Zoya Akhtar,1.6923076923076923
Álex de la Iglesia,0.4598094285714286
Émile Gaudreault,0.6950646255368649
